"","title","imdb_id","Budget","MovieID"
"1464","Beyond the Hills","tt2258281",NA,103740
"1465","Fanny's Journey","tt5038372",NA,384581
"1466","Frank & Lola","tt1290138",NA,316021
"1467","Jab Harry Met Sejal","tt5997666",NA,441906
"1468","Beatriz at Dinner","tt5929750",NA,429107
"1469","The Perfect Dictatorship","tt3970854",NA,264525
"1470","Branded","tt1368440",NA,112090
"1471","Summer Camp","tt2638662",NA,1094009
"1472","Redbad","tt6155374",NA,485296
"1473","Let Yourself Go","tt4932388",NA,447335
"1474","De Pernas pro Ar 2","tt2296709",NA,161908
"1475","The Ardennes","tt2586118",NA,351037
"1476","Deadstream","tt12788488",NA,886083
"1477","The Hypnotist","tt1556243",NA,164122
"1478","Stand by Me Doraemon 2","tt13428402",NA,728754
"1479","The Taking of Tiger Mountain","tt3950078",NA,294992
"1480","68 Kill","tt5189894",NA,367462
"1481","Indivisible","tt5259496",NA,514407
"1482","Bergman Island","tt6910282",NA,477044
"1483","Impetigore","tt9000302",NA,572468
"1484","Down by Love","tt4428762",NA,381255
"1485","Sweet Country","tt6958212",NA,468210
"1486","Eliminators","tt4587366",NA,421313
"1487","Alienoid","tt20168564",NA,601796
"1488","Mindcage","tt14147224",NA,1043565
"1489","Requiem for the American Dream","tt3270538",NA,333377
"1490","A Quiet Passion","tt2392830",NA,368942
"1491","Georgetown","tt4669252",NA,339395
"1492","Come Play With Me","tt10722406",NA,676845
"1493","Four Good Days","tt10344522",NA,641960
"1494","Creepy","tt4900708",NA,380620
"1495","Heavy Trip","tt7220754",NA,460048
"1496","At Middleton","tt1483324",NA,194722
"1497","Journey to the Christmas Star","tt2034761",NA,149427
"1498","Racer and the Jailbird","tt2586120",NA,414063
"1499","Paradise: Love","tt1403214",NA,103686
"1500","Sanju","tt6452574",NA,11712
"1501","Best Man Down","tt1885300",NA,138222
"1502","The Ballad of Lefty Brown","tt4400994",NA,438457
"1503","Goodbye to Language","tt2400275",NA,114982
"1504","A Wolf at the Door","tt2861532",NA,214135
"1505","Conor McGregor: Notorious","tt7518466",NA,466485
"1506","Furie","tt9412268",NA,622654
"1507","What We Become","tt3547682",NA,356326
"1508","What Lies Below","tt9264728",NA,716703
"1509","The Details","tt1433207",NA,135647
"1510","Save Yourselves!","tt7873348",NA,653569
"1511","Fire of Love","tt16227014",NA,913823
"1512","HK: Forbidden Super Hero","tt2708764",NA,204342
"1513","The Spy Gone North","tt8290698",NA,517991
"1514","The Attorney","tt3404140",NA,242452
"1515","So Long, My Son","tt9581076",NA,493899
"1516","The Champion of Auschwitz","tt11369540",NA,845875
"1517","Summer of Soul (...Or, When the Revolution Could Not Be Televised)","tt11422728",NA,776527
"1518","The Hollow Point","tt2918606",NA,262982
"1519","My Masterpiece","tt7605922",NA,535692
"1520","A Call to Spy","tt7698468",NA,589612
"1521","The Shamer's Daughter","tt3022458",NA,305638
"1522","Me, Myself and Her","tt4703676",NA,362155
"1523","Weiner","tt5278596",NA,376261
"1524","My Golden Days","tt4048050",NA,315575
"1525","Penthouse North","tt2055709",NA,199591
"1526","For the Love of Spock","tt4572820",NA,338544
"1527","Ek Tha Tiger","tt2016894",NA,85985
"1528","The Silenced","tt4708348",NA,1278493
"1529","The Visitor from the Future","tt9155512",NA,810389
"1530","Just a Gigolo","tt8163224",NA,544345
"1531","Rigor Mortis","tt2771800",NA,210911
"1532","Jackals","tt6104206",NA,459947
"1533","Terminus","tt3399896",NA,301729
"1534","The Mountain II","tt5813916",NA,427008
"1535","See for Me","tt11209212",NA,825808
"1536","Sleepwalk with Me","tt2077851",NA,84340
"1537","Cairo Conspiracy","tt15452062",NA,788977
"1538","One Small Hitch","tt1937269",NA,166879
"1539","Three Days and a Life","tt10204366",NA,617986
"1540","Gully Boy","tt2395469",NA,491625
"1541","Santa Claus","tt3532850",NA,13383
"1542","Nothing Left to Fear","tt1662293",NA,209901
"1543","Ugly Nasty People","tt5450524",NA,468292
"1544","Unit 7","tt1924277",NA,98582
"1545","The Bears' Famous Invasion of Sicily","tt6284064",NA,537655
"1546","Brothers of the Wind","tt3532278",NA,378373
"1547","Vikram Vedha","tt6148156",NA,432139
"1548","A Company Man","tt2371486",NA,134126
"1549","We Are the Best!","tt2364975",NA,191294
"1550","Dreambuilders","tt9855978",NA,586742
"1551","Final Portrait","tt4494718",NA,345317
"1552","On Your Wedding Day","tt7938092",NA,532444
"1553","The Happy Prince","tt2404639",NA,427214
"1554","Bad Day for the Cut","tt5653514",NA,430043
"1555","The Dawns Here Are Quiet","tt4629032",NA,338517
"1556","From a House on Willow Street","tt4961380",NA,404584
"1557","Brothers by Blood","tt8368294",NA,592656
"1558","Krrish 3","tt1029231",NA,204435
"1559","The Finishers","tt2454430",NA,214087
"1560","Six Minutes to Midnight","tt5114840",NA,670439
"1561","Barbie: Star Light Adventure","tt5502946",NA,415749
"1562","Survive the Game","tt12861508",NA,787310
"1563","Pawn","tt1551630",NA,165739
"1564","Film Stars Don't Die in Liverpool","tt5711148",NA,398174
"1565","Strange but True","tt2866708",NA,470897
"1566","The King of Laughter","tt9526392",NA,668408
"1567","Seized","tt7221772",NA,572751
"1568","The Laws of Thermodynamics","tt6053938",NA,437029
"1569","The Girl King","tt1254322",NA,329829
"1570","Daylight's End","tt3007132",NA,399894
"1571","1898: Our Last Men in the Philippines","tt5698568",NA,403357
"1572","The World of Kanako","tt3108158",NA,251981
"1573","Whitney: Can I Be Me","tt5563330",NA,448449
"1574","Rise of the Legend","tt3469592",NA,294993
"1575","My Little Pony: Equestria Girls - Rainbow Rocks","tt3529198",NA,292177
"1576","Lost Girls & Love Hotels","tt0920462",NA,479259
"1577","The Pact II","tt2924442",NA,228358
"1578","Luis and the Aliens","tt4410000",NA,432383
"1579","Tim Maia","tt3134058",NA,286256
"1580","The Intervention","tt4872078",NA,351242
"1581","The Devil's Violinist","tt2401715",NA,191820
"1582","Living Is Easy with Eyes Closed","tt2896036",NA,209415
"1583","The Blonde One","tt9789686",NA,581791
"1584","The Con Is On","tt4685806",NA,353576
"1585","Bad Cat","tt4695548",NA,355066
"1586","Armed Response","tt4557208",NA,450932
"1587","Thi Mai","tt6126346",NA,437294
"1588","Kid Cannabis","tt0780548",NA,212231
"1589","Last Days in the Desert","tt3513054",NA,310119
"1590","Baby","tt3848892",NA,314389
"1591","Bed Rest","tt4896168",NA,917007
"1592","Moonage Daydream","tt9883832",NA,957457
"1593","Ride On","tt15430628",NA,931102
"1594","Janis: Little Girl Blue","tt3707114",NA,321974
"1595","The Suspect","tt3404158",NA,25413
"1596","Patrick","tt2147459",NA,199578
"1597","The Pirates: The Last Royal Treasure","tt17491040",NA,591120
"1598","4 latas","tt8242160",NA,584427
"1599","Breaking News in Yuba County","tt7737640",NA,556867
"1600","Novitiate","tt4513316",NA,411976
"1601","Nameless Gangster","tt2082221",NA,89501
"1602","The Untamed","tt5265960",NA,901100
"1603","The Snow Queen","tt2243621",NA,164372
"1604","Steel Rain","tt6769508",NA,435841
"1605","Born in China","tt4629266",NA,355277
"1606","Painless","tt1757769",NA,446841
"1607","Not My Day","tt3019694",NA,242661
"1608","La leyenda del Charro Negro","tt6772418",NA,494656
"1609","Student of the Year","tt2172071",NA,138122
"1610","Lupin the Third vs. Detective Conan: The Movie","tt3335192",NA,239529
"1611","Outrage Coda","tt6293042",NA,452323
"1612","Bareilly Ki Barfi","tt6967980",NA,467106
"1613","At War","tt7555774",NA,1106382
"1614","Spoor","tt5328350",NA,1160471
"1615","Complete Unknown","tt4230700",NA,373476
"1616","Chasing Ice","tt1579361",NA,84185
"1617","Yakuza Apocalypse","tt3675748",NA,283127
"1618","Two by Two: Overboard!","tt12615474",NA,587562
"1619","Hunter x Hunter: The Last Mission","tt3198698",NA,239523
"1620","Hindi Medium","tt5764096",NA,456570
"1621","Vicky Donor","tt2317337",NA,103243
"1622","The Royal Exchange","tt6350304",NA,440355
"1623","Shirley","tt8430598",NA,798612
"1624","Modest Heroes","tt8223844",NA,514710
"1625","Mystery Road","tt2236054",NA,199818
"1626","Colt 45","tt2113636",NA,285387
"1627","The Burnt Orange Heresy","tt8342680",NA,566872
"1628","Titanic 666","tt18394428",NA,945657
"1629","Bears","tt2458776",NA,214314
"1630","Young Ahmed","tt8359822",NA,522373
"1631","Game of Love","tt15397918",NA,888479
"1632","Malicious","tt6197494",NA,1095340
"1633","Support the Girls","tt6859352",NA,456086
"1634","Capri-Revolution","tt7188002",NA,537880
"1635","Amundsen","tt6054846",NA,545836
"1636","The Ties","tt12585254",NA,659290
"1637","The Wrath of Becky","tt20916568",NA,986070
"1638","Asako I & II","tt7112154",NA,487850
"1639","Raze","tt2111392",NA,174682
"1640","Cold War","tt2186715",NA,440298
"1641","France","tt9714030",NA,602334
"1642","Les petits princes","tt2197088",NA,202980
"1643","Omar","tt2852406",NA,494943
"1644","He Named Me Malala","tt3065132",NA,338928
"1645","Coming Home in the Dark","tt6874762",NA,711963
"1646","About Endlessness","tt6817944",NA,348672
"1647","Far from Men","tt2936180",NA,283708
"1648","Fahim","tt4693588",NA,589978
"1649","Tabu","tt2153963",NA,249578
"1650","The Little Vampire 3D","tt4729560",NA,442056
"1651","Saga of Tanya the Evil: The Movie","tt9507276",NA,553839
"1652","Beyond the Infinite Two Minutes","tt14500584",NA,805627
"1653","Citadel","tt1641975",NA,1268825
"1654","Think Like a Dog","tt5929654",NA,513584
"1655","Cook Up a Storm","tt6315750",NA,438857
"1656","My Salinger Year","tt2222052",NA,619594
"1657","Before I Disappear","tt3060492",NA,253254
"1658","Spiders","tt1659216",NA,164331
"1659","Place publique","tt6972372",NA,486521
"1660","Aquaslash","tt7286836",NA,607383
"1661","Heaven Knows What","tt3687186",NA,285024
"1662","CBGB","tt1786751",NA,111479
"1663","Rogue Agent","tt9731386",NA,846956
"1664","The Unthinkable","tt5227746",NA,1266336
"1665","Tamako Love Story","tt3413018",NA,257475
"1666","Final Set","tt11032810",NA,742391
"1667","The Stakelander","tt5843670",NA,410988
"1668","The Childhood of a Leader","tt2815902",NA,330982
"1669","Navalny","tt17041964",NA,926676
"1670","Electric Boogaloo: The Wild, Untold Story of Cannon Films","tt2125501",NA,282041
"1671","Love at First Child","tt4058218",NA,360994
"1672","Secret Superstar","tt6108090",NA,441889
"1673","Heartstone","tt4613254",NA,350060
"1674","The Last Warrior","tt6175394",NA,589754
"1675","Tim's Vermeer","tt3089388",NA,212063
"1676","Rock My Heart","tt5870322",NA,432870
"1677","Collective","tt10706602",NA,618363
"1678","Svaha: The Sixth Finger","tt7299298",NA,556509
"1679","Code Name: Emperor","tt13660916",NA,769636
"1680","Dragon Rider","tt7080422",NA,523366
"1681","Sex Ed","tt2751310",NA,295315
"1682","Temptation: Confessions of a Marriage Counselor","tt2070862",NA,97006
"1683","Why Don't You Just Die!","tt7672068",NA,514684
"1684","I'll Take Your Dead","tt7962932",NA,539549
"1685","Song for Marion","tt1047011",NA,127370
"1686","Tokyo Tribe","tt2808986",NA,240566
"1687","Chicuarotes","tt4523910",NA,571391
"1688","Shock and Awe","tt5540992",NA,476335
"1689","The Girl in the Book","tt2980554",NA,339145
"1690","The Great Battle","tt6931414",NA,535389
"1691","The Golem","tt8329290",NA,532635
"1692","Fukushima 50","tt9318772",NA,563067
"1693","The Bachelors","tt5253282",NA,397601
"1694","Listen to Me Marlon","tt4145178",NA,319076
"1695","A Rough Draft","tt6270596",NA,495601
"1696","Scribe","tt5231916",NA,482114
"1697","Talvar","tt4934950",NA,353464
"1698","Saint Amour","tt4589186",NA,358725
"1699","Mea Culpa","tt3112654",NA,1090874
"1700","Little Men","tt4919484",NA,373473
"1701","The Whistlers","tt7921248",NA,504582
"1702","Detective Knight: Independence","tt22394702",NA,1035806
"1703","Stereo","tt3348102",NA,256311
"1704","100 Streets","tt2990126",NA,334532
"1705","Raazi","tt7098658",NA,491629
"1706","Diary of a Chambermaid","tt2711898",NA,36245
"1707","Sea Fog","tt3303728",NA,272691
"1708","In the Aisles","tt6263618",NA,493483
"1709","Dark Glasses","tt10935560",NA,630720
"1710","Cemetery of Splendor","tt2818654",NA,298721
"1711","The Last Journey","tt6435934",NA,1218213
"1712","Starlet","tt2035630",NA,91679
"1713","Becoming Astrid","tt6433456",NA,484428
"1714","Hellions","tt3305844",NA,241927
"1715","Kings","tt5843850",NA,408873
"1716","Ladies in Black","tt6684884",NA,483411
"1717","The Looming Storm","tt7649320",NA,487786
"1718","Above the Shadows","tt4622682",NA,609734
"1719","Roger Waters: The Wall","tt3970482",NA,290382
"1720","Fortress: Sniper's Eye","tt14577304",NA,883502
"1721","Band Aid","tt5816374",NA,426230
"1722","Fisherman's Friends","tt1648186",NA,559713
"1723","The Festival","tt7460806",NA,502385
"1724","Once Upon a Time in Shanghai","tt2290567",NA,248376
"1725","Thin Ice","tt1512240",NA,255756
"1726","Lucky Day","tt7248248",NA,477508
"1727","Faithfully Yours","tt20119468",NA,1030613
"1728","Sooryavanshi","tt9531772",NA,592508
"1729","Hammer of the Gods","tt2193418",NA,192538
"1730","Lunana: A Yak in the Classroom","tt10189300",NA,627087
"1731","She Dies Tomorrow","tt11614912",NA,664297
"1732","Gods","tt3745620",NA,856289
"1733","Play or Die","tt9537532",NA,595216
"1734","De Palma","tt1683048",NA,355254
"1735","Call Jane","tt7461272",NA,579496
"1736","Last Passenger","tt1858481",NA,104329
"1737","Queen of Earth","tt3993894",NA,300542
"1738","Brotherhood of Blades","tt4019426",NA,457837
"1739","Nina Forever","tt2885628",NA,323694
"1740","Anything for Alice","tt2442502",NA,204765
"1741","Digging Up the Marrow","tt1991031",NA,279972
"1742","One Child Nation","tt8923482",NA,566368
"1743","The Weasel's Tale","tt8453986",NA,574088
"1744","The Tree of Blood","tt6433832",NA,502350
"1745","Mortal World","tt7748244",NA,1137064
"1746","Metro Manila","tt1845838",NA,158091
"1747","Soldiers of Fortune","tt1678051",NA,112304
"1748","Dance Academy: The Movie","tt5834660",NA,429765
"1749","Carmen & Lola","tt7485508",NA,519091
"1750","Return to Nuke 'Em High Volume 1","tt2279922",NA,136585
"1751","Furioza","tt10515864",NA,866678
"1752","Lady Bloodfight","tt4327752",NA,289269
"1753","The Djinn","tt9352356",NA,797946
"1754","Zama","tt3409848",NA,326382
"1755","Ghost in the Shell: Arise - Border 3: Ghost Tears","tt3579524",NA,240341
"1756","The Yellow Birds","tt3739110",NA,383585
"1757","Mr. Six","tt4701702",NA,357940
"1758","Blood Glacier","tt2299206",NA,210913
"1759","Imaginaerum","tt1959409",NA,75204
"1760","Hail Satan?","tt9358044",NA,565719
"1761","Dead for a Dollar","tt14895206",NA,843380
"1762","Our Times","tt4967094",NA,354072
"1763","Fiore","tt5721654",NA,394412
"1764","Digging for Fire","tt3704416",NA,295490
"1765","ma ma","tt3480886",NA,1261965
"1766","The Guardian Brothers","tt4788934",NA,366644
"1767","The Super","tt5884784",NA,463022
"1768","Caesar Must Die","tt2177511",NA,96821
"1769","The Macaluso Sisters","tt12789110",NA,606865
"1770","Wild Mountain Thyme","tt6842770",NA,628333
"1771","The King's Choice","tt4353996",NA,396616
"1772","Masquerade","tt2290840",NA,41963
"1773","The Ultimate Accessory","tt2319018",NA,225564
"1774","Pure Hearts","tt5929226",NA,453272
"1775","Fantastic Fungi","tt8258074",NA,612654
"1776","Sicilian Ghost Story","tt5375434",NA,453347
"1777","Christmas Bloody Christmas","tt22042742",NA,1019836
"1778","Beneath the Darkness","tt1781775",NA,78461
"1779","I'll See You in My Dreams","tt3236120",NA,310121
"1780","1942: Unknown Battle","tt11426562",NA,647498
"1781","The Haunting of Helena","tt2378191",NA,159211
"1782","Alice, Darling","tt11687104",NA,850028
"1783","It Must Be Heaven","tt8359842",NA,539531
"1784","Safer at Home","tt13651858",NA,792657
"1785","The Biggest Little Farm","tt8969332",NA,543084
"1786","Rafiki","tt8286894",NA,517987
"1787","Under the Tree","tt6223806",NA,50542
"1788","A Kid Like Jake","tt6884200",NA,467917
"1789","We Steal Secrets: The Story of WikiLeaks","tt1824254",NA,159154
"1790","A Day","tt6890376",NA,762441
"1791","The Single Moms Club","tt2465140",NA,239562
"1792","Reclaim","tt3202890",NA,286654
"1793","Dating Amber","tt7886936",NA,635918
"1794","Dying to Survive","tt7362036",NA,532753
"1795","First Girl I Loved","tt4262174",NA,352498
"1796","2 States","tt2372678",NA,259720
"1797","The Song of Names","tt1657517",NA,617768
"1798","QT8: The First Eight","tt4329810",NA,631143
"1799","Elephant Song","tt3754976",NA,285841
"1800","All the Devil's Men","tt6012244",NA,481203
"1801","Nothing in Return","tt3211400",NA,326198
"1802","Right Now, Wrong Then","tt4768776",NA,354275
"1803","Sword Art Online the Movie -Progressive- Scherzo of Deep Night","tt15830702",NA,893712
"1804","Antboy","tt2436046",NA,198436
"1805","Deep","tt4105584",NA,430474
"1806","A Girl at My Door","tt3661798",NA,266058
"1807","The Last Match","tt2400002",NA,170577
"1808","Everything Went Fine","tt12847812",NA,735726
"1809","Are You There God? It's Me, Margaret.","tt9185206",NA,555285
"1810","Walking Out","tt5420886",NA,428446
"1811","Cottage Country","tt2072933",NA,141733
"1812","Nowhere Special","tt11286640",NA,728142
"1813","Coldplay: A Head Full of Dreams","tt9095324",NA,554152
"1814","Udta Punjab","tt4434004",NA,398535
"1815","The Accusation","tt13285394",NA,756603
"1816","Inspector Sun and the Curse of the Black Widow","tt6661616",NA,987750
"1817","American Siege","tt13496236",NA,766907
"1818","The Legend of Tomiris","tt7985648",NA,644613
"1819","Abattoir","tt1480285",NA,245627
"1820","Kill Chain","tt8535180",NA,531299
"1821","The Propaganda Game","tt4206218",NA,359746
"1822","The Hollow Child","tt6464360",NA,433419
"1823","The Humans","tt10023286",NA,588367
"1824","Song'e Napule","tt3425772",NA,236368
"1825","The Big Night","tt2008562",NA,37084
"1826","Dogs Don't Wear Pants","tt9074574",NA,524780
"1827","Father Christmas Is Back","tt13103340",NA,762469
"1828","All About Them","tt3817962",NA,299715
"1829","Music","tt7541720",NA,586101
"1830","The Devil's Doorway","tt6793280",NA,524789
"1831","Kick","tt2372222",NA,280690
"1832","Ek Villain","tt3175038",NA,276935
"1833","The Chinese Widow","tt5759434",NA,528210
"1834","The German Doctor","tt1847746",NA,188761
"1835","The Humbling","tt1568343",NA,254023
"1836","Bungo Stray Dogs: Dead Apple","tt8391976",NA,483455
"1837","Three Wishes for Cinderella","tt10147580",NA,660262
"1838","Time Out of Mind","tt3505712",NA,284294
"1839","Hard to Be a God","tt2328813",NA,110402
"1840","Red Army","tt3264102",NA,256876
"1841","The Final Wish","tt9109306",NA,554739
"1842","The Shadow Effect","tt5044656",NA,383538
"1843","Much Loved","tt4685750",NA,336805
"1844","Hateship Loveship","tt2463512",NA,209271
"1845","Maybe I Do","tt20879602",NA,972230
"1846","Peterloo","tt4614612",NA,399440
"1847","Memoir of War","tt6313378",NA,467675
"1848","The Legend of the Chupacabras","tt5591458",NA,388045
"1849","The Wedding Guest","tt7645780",NA,500899
"1850","To Leslie","tt8129806",NA,823147
"1851","Ride Like a Girl","tt7600382",NA,487291
"1852","The Golden Dream","tt2042583",NA,186976
"1853","Life, Animated","tt3917210",NA,376233
"1854","The Five Devils","tt13391708",NA,820697
"1855","The Mimic","tt7046826",NA,680885
"1856","Mafia Mamma","tt13923456",NA,809787
"1857","Nitram","tt13694628",NA,797457
"1858","The Ideal Palace","tt7248884",NA,510455
"1859","Little Forest","tt6083230",NA,448491
"1860","Listen Up Philip","tt3093546",NA,251736
"1861","Together Together","tt11285280",NA,901362
"1862","Article 15","tt10324144",NA,597089
"1863","Furious","tt6054874",NA,167104
"1864","Memories of My Father","tt11385336",NA,660943
"1865","The Bad Education Movie","tt4660980",NA,348296
"1866","Agneepath","tt1849718",NA,84858
"1867","Stage Fright","tt2190838",NA,1978
"1868","Hello I Must Be Going","tt2063666",NA,84281
"1869","The Hunting Ground","tt4185572",NA,319091
"1870","Dead Awake","tt3778010",NA,406107
"1871","The Call Up","tt3923388",NA,388347
"1872","We the Animals","tt7681824",NA,490000
"1873","The Death of Dick Long","tt9356952",NA,565383
"1874","Kiss of the Damned","tt1959438",NA,139933
"1875","The Nightshifter","tt7986672",NA,515908
"1876","The Painted Bird","tt1667354",NA,477428
"1877","House of the Witch","tt6988208",NA,480157
"1878","Dirty Wars","tt2532528",NA,159004
"1879","Drift","tt1714833",NA,977966
"1880","Ruben Brandt, Collector","tt6241872",NA,543033
"1881","Arsenal","tt5580536",NA,388202
"1882","Angel Face","tt7534096",NA,1938
"1883","Capital","tt1951166",NA,1129427
"1884","Storage 24","tt1986953",NA,114958
"1885","Tamasha","tt3148502",NA,447109
"1886","The Wolf House","tt8173728",NA,499537
"1887","A Stork's Journey","tt3823116",NA,378111
"1888","Storm Boy","tt3340446",NA,505953
"1889","Dilili in Paris","tt7169514",NA,421456
"1890","Django","tt6247936",NA,10772
"1891","Flag Day","tt2304637",NA,662712
"1892","PAW Patrol: Ready, Race, Rescue!","tt11015752",NA,624620
"1893","1987: When the Day Comes","tt6493286",NA,437103
"1894","Microbe and Gasoline","tt3882000",NA,337677
"1895","Bad Johnson","tt2091325",NA,258805
"1896","Escape from Mogadishu","tt14810692",NA,607844
"1897","Dinosaur Island","tt3261302",NA,294093
"1898","Stree","tt8108202",NA,593995
"1899","The Babymakers","tt0835418",NA,98066
"1900","About My Father","tt8373206",NA,829051
"1901","Dil Dhadakne Do","tt4110568",NA,338065
"1902","As Cool as I Am","tt1906329",NA,83869
"1903","Our Struggles","tt7773210",NA,514577
"1904","Do It Like An Hombre","tt6046212",NA,460316
"1905","Here Today","tt10944596",NA,711475
"1906","Blood-C: The Last Dark","tt1941466",NA,171823
"1907","The Jesus Rolls","tt5974030",NA,429416
"1908","The Old Way","tt8593824",NA,872954
"1909","Lola Versus","tt1710417",NA,100529
"1910","The Olive Tree","tt3655972",NA,47104
"1911","Altitude","tt4556370",NA,443700
"1912","Son of the South","tt2235372",NA,686548
"1913","A Perfect Enemy","tt9421200",NA,655917
"1914","Agatha and the Truth of Murder","tt9381998",NA,570352
"1915","Interview with a Hitman","tt2061712",NA,118737
"1916","Le Week-End","tt2392326",NA,209350
"1917","The Skin of the Wolf","tt6347150",NA,437380
"1918","Two Rabbits","tt1753722",NA,794126
"1919","Corporate","tt5460548",NA,1290895
"1920","Get Well Soon","tt3399054",NA,289151
"1921","Ya Veremos","tt7948540",NA,525213
"1922","Finding Altamira","tt3014910",NA,329718
"1923","Nekrotronic","tt7453418",NA,506775
"1924","A Five Star Life","tt2261434",NA,184992
"1925","Badges of Fury","tt2644714",NA,202220
"1926","Arthur & Merlin: Knights of Camelot","tt7052270",NA,635237
"1927","Newton","tt6484982",NA,371483
"1928","100 Bloody Acres","tt2290065",NA,126757
"1929","Always Shine","tt4392770",NA,385737
"1930","The Portable Door","tt11820950",NA,830896
"1931","Monkey Kingdom","tt3660770",NA,295592
"1932","Ordinary Love","tt6012380",NA,588787
"1933","Tanu Weds Manu: Returns","tt2140465",NA,336211
"1934","Miss Hokusai","tt3689910",NA,267970
"1935","Shock Wave 2","tt9597838",NA,559974
"1936","Skate Kitchen","tt7545566",NA,491474
"1937","Nise: The Heart of Madness","tt2168180",NA,363103
"1938","The Devil's Hand","tt2290739",NA,48421
"1939","I Got Life!","tt5628792",NA,444291
"1940","The Ritual Killer","tt13141250",NA,862552
"1941","Out in the Dark","tt2318625",NA,128154
"1942","A Promise","tt2191082",NA,214081
"1943","Good Deeds","tt1885265",NA,62008
"1944","The Unbelievers","tt2636522",NA,191502
"1945","French Exit","tt10279362",NA,599960
"1946","Raanjhanaa","tt2359810",NA,191121
"1947","The Workshop","tt6444838",NA,42413
"1948","Detective Knight: Rogue","tt21435436",NA,1024546
"1949","Anne of Green Gables","tt4820224",NA,17663
"1950","Renoir","tt2150332",NA,134673
"1951","Vanishing Time: A Boy Who Returned","tt6273736",NA,382217
"1952","Badhaai Ho","tt7725596",NA,547654
"1953","A Thousand Times Good Night","tt2353767",NA,212606
"1954","The Lady in the Car with Glasses and a Gun","tt4159182",NA,330298
"1955","The Ex","tt14253440",NA,13171
"1956","Hichki","tt6588966",NA,493623
"1957","The Strange Color of Your Body's Tears","tt2733258",NA,208284
"1958","The Transfiguration","tt5039088",NA,392818
"1959","On the Beach at Night Alone","tt6412864",NA,434773
"1960","Badla","tt8130968",NA,933131
"1961","Mothers' Instinct","tt7377132",NA,758679
"1962","How to Plan an Orgy in a Small Town","tt3919218",NA,356300
"1963","Railroad Tigers","tt4687848",NA,377447
"1964","R2B: Return to Base","tt2253742",NA,124294
"1965","At First Light","tt5994166",NA,470894
"1966","God Exists, Her Name Is Petrunya","tt8054608",NA,574434
"1967","Sunshine on Leith","tt2481198",NA,214100
"1968","The Dark Horse","tt2192016",NA,276496
"1969","Birdboy: The Forgotten Children","tt5004766",NA,361705
"1970","This Is Our Land","tt6144536",NA,430172
"1971","Gagarin: First in Space","tt2856930",NA,199327
"1972","After Lucia","tt2368749",NA,126315
"1973","Perfumes","tt11748354",NA,658905
"1974","Tom of Finland","tt5226984",NA,405204
"1975","The Quarry","tt10151054",NA,598215
"1976","Family United","tt2252680",NA,215848
"1977","Expedition Happiness","tt6688136",NA,455918
"1978","From the Dark","tt4030442",NA,291865
"1979","Dynasty Warriors","tt7587604",NA,525660
"1980","Zombi Child","tt9056192",NA,554311
"1981","In Their Skin","tt1790869",NA,117978
"1982","What's Love Got to Do with It?","tt13430858",NA,800301
"1983","The Negotiation","tt6904272",NA,679712
"1984","Hi, Mom","tt13364790",NA,1162493
"1985","The Pervert's Guide to Ideology","tt2152198",NA,128190
"1986","Ghost Killers vs. Bloody Mary","tt8753660",NA,560491
"1987","Jolly LLB 2","tt5982852",NA,412090
"1988","The Dude in Me","tt9759978",NA,560527
"1989","Special ID","tt2118775",NA,222216
"1990","Mojave","tt2322517",NA,237584
"1991","When Hitler Stole Pink Rabbit","tt9106672",NA,581518
"1992","Beautiful Minds","tt13553662",NA,757999
"1993","Kabir Singh","tt8983202",NA,577328
"1994","Child's Pose","tt2187115",NA,160118
"1995","Teasing Master Takagi-san: The Movie","tt15313532",NA,938567
"1996","Monster Hunt 2","tt6170484",NA,497984
"1997","Great Freedom","tt14775784",NA,835975
"1998","American Woman","tt4465572",NA,339976
"1999","The Amityville Murders","tt6984258",NA,473902
"2000","Mondocane","tt13113298",NA,744278
"2001","The House by the Sea","tt7219324",NA,468207
"2002","Generation Iron","tt2205904",NA,207021
"2003","The Wall","tt1745686",NA,405775
"2004","Hitting the Apex","tt4973112",NA,357681
"2005","Gett: The Trial of Viviane Amsalem","tt3062880",NA,270403
"2006","Here Comes the Devil","tt2107648",NA,123359
"2007","Dear Comrades!","tt10796286",NA,587609
"2008","River Runs Red","tt5843780",NA,548754
"2009","Speed Kills","tt6749318",NA,466411
"2010","The Blackening","tt11703244",NA,1008392
"2011","Gangubai Kathiawadi","tt10083340",NA,664332
"2012","Kaabil","tt5460276",NA,403867
"2013","Ill Manors","tt1760967",NA,109843
"2014","3 Hearts","tt2822742",NA,283701
"2015","Shanghai Fortress","tt6628322",NA,559957
"2016","Mean Dreams","tt5160928",NA,393732
"2017","Synonyms","tt7016254",NA,501590
"2018","Hope Gap","tt7587876",NA,537140
"2019","The Amazing Maurice","tt10473036",NA,676710
"2020","Elis","tt4875150",NA,360139
"2021","Mohamed Dubois","tt2855342",NA,187672
"2022","Madeleine Collins","tt11310670",NA,659988
"2023","The Railway Children Return","tt14592998",NA,826680
"2024","3 Faces","tt8269552",NA,517731
"2025","Girl in Progress","tt1817676",NA,82618
"2026","Les Cowboys","tt4228294",NA,336811
"2027","Lilting","tt2560102",NA,248212
"2028","Havenhurst","tt3424690",NA,403368
"2029","The Wolf Hour","tt5342950",NA,483353
"2030","Sami Blood","tt5287168",NA,408435
