"title","imdb_id","release_year","Budget"
"Dead Mine","tt2171847",2012,NA
"The First Day of my Life","tt6832210",2023,NA
"The Stand In","tt7970348",2020,NA
"Thermae Romae","tt1867101",2012,NA
"Miss Granny","tt3516378",2014,NA
"Sadece Sen","tt3477480",2014,NA
"Lost in the Sun","tt3593046",2015,NA
"Bros Before Hos","tt2947832",2013,NA
"Pas Très Normales Activités","tt2597216",2013,NA
"Take Point","tt7156436",2018,NA
"Almost Human","tt2325517",2014,NA
"The Wedding Year","tt8367184",2019,NA
"Jakob's Wife","tt11908982",2021,NA
"The Fluffy Movie","tt3532608",2014,NA
"Detective Chinatown","tt5290882",2015,NA
"In the Name of...","tt2650642",2013,NA
"And Breathe Normally","tt6776106",2018,NA
"Daddy, I'm a Zombie","tt2243469",2012,NA
"The Scary of Sixty-First","tt12226872",2021,NA
"Prem Ratan Dhan Payo","tt3595298",2015,NA
"Pixie","tt10831086",2020,NA
"The Clearstream Affair","tt3037028",2015,NA
"Plush","tt2226519",2013,2e+06
"Full River Red","tt21148018",2023,NA
"Morris from America","tt3652862",2016,NA
"Ethel & Ernest","tt1725969",2016,NA
"Sage homme","tt15568526",2023,NA
"Pulling Strings","tt3203890",2013,NA
"American Dreams in China","tt2278392",2013,NA
"Thérèse","tt1654829",2012,NA
"Planet Single","tt5127398",2016,NA
"Marius","tt1872102",2013,NA
"Unwelcome","tt12447796",2023,NA
"Girl Asleep","tt3955894",2015,NA
"Text for You","tt5193460",2016,NA
"The Devil and Father Amorth","tt6883152",2018,NA
"Easy Money: Hard to Kill","tt1588342",2012,NA
"The Brigade","tt6645154",2017,NA
"Lost in Thailand","tt2459022",2012,NA
"The Day Shall Come","tt7078658",2019,NA
"The Bunker Game","tt13893190",2022,NA
"Queens of the Ring","tt2330546",2013,NA
"Han Gong-ju","tt3265462",2014,NA
"Sword Master","tt5269396",2016,NA
"We Are Pregnant","tt3952900",2016,NA
"Encore heureux","tt4616292",2016,NA
"Shield of Straw","tt2347144",2013,NA
"The Field Guide to Evil","tt6688354",2018,NA
"Ashes in the Snow","tt3759298",2018,NA
"In the Forests of Siberia","tt4643432",2016,NA
"Ajin: Demi-Human","tt6215712",2017,NA
"Stick Man","tt5095510",2015,NA
"The Kindness of Strangers","tt6515910",2019,NA
"The Kangaroo Chronicles","tt7749142",2020,NA
"L'Amour flou","tt8792898",2018,NA
"Buñuel in the Labyrinth of the Turtles","tt7336470",2019,NA
"Crime Wave","tt7459182",2018,NA
"Soft & Quiet","tt14557188",2022,NA
"Como Se Tornar o Pior Aluno da Escola","tt6791886",2017,NA
"Ride - Downhill","tt8456680",2018,NA
"Calm with Horses","tt4460792",2020,NA
"Paris 05:59 / Théo & Hugo","tt5096628",2016,NA
"Rubikon","tt13829262",2022,NA
"The Dandelions","tt2276095",2012,NA
"Struggle for Life","tt5115004",2016,NA
"Judwaa 2","tt5456546",2017,NA
"Les Gazelles","tt2792346",2014,NA
"Esteros","tt5883632",2016,NA
"Wacky Heroes","tt6869782",2017,NA
"Lipstick Under My Burkha","tt4807830",2017,NA
"Super vacanze di Natale","tt7666582",2017,NA
"On the Way to School","tt3013258",2013,NA
"Chilangolandia","tt14878876",2021,NA
"Turu, the Wacky Hen","tt8790552",2020,NA
"The Secret of Arkandias","tt3022526",2014,NA
"Frankenstein","tt4086032",2015,NA
"Ramen Shop","tt6720618",2018,NA
"Okko's Inn","tt8328740",2018,NA
"Best Sellers","tt10339052",2021,NA
"Ouija House","tt7375304",2018,NA
"Dabangg 2","tt2112131",2012,NA
"Ted K","tt8128276",2021,NA
"Junglee","tt7463730",2019,NA
"Sx_Tape","tt2041331",2013,NA
"A Violent Prosecutor","tt5442308",2016,NA
"Concussion","tt2296697",2013,NA
"La sedia della felicità","tt3484266",2014,NA
"There Is No Evil","tt11697844",2020,NA
"Maya the Bee: The Golden Orb","tt11792512",2021,NA
"Nothing to Lose","tt6910020",2018,2.5e+07
"The Bare Necessity","tt10228204",2019,NA
"10 Things We Should Do Before We Break Up","tt7939428",2020,NA
"Lumberjack Man","tt3201722",2015,NA
"4Got10","tt4510398",2015,NA
"The Asadas!","tt9860350",2020,NA
"The Bad Guys: Reign of Chaos","tt10726604",2019,NA
"Qué León","tt8170902",2018,NA
"Bird People","tt2368635",2014,NA
"Any Day Now","tt2066176",2012,NA
"Confidential Assignment","tt5606538",2017,NA
"Computer Chess","tt2007360",2013,NA
"Lowriders","tt1366338",2017,NA
"Fast Girls","tt1700808",2012,NA
"Blue Caprice","tt2027064",2013,NA
"Ode to My Father","tt3812366",2014,NA
"S.M.A.R.T. Chase","tt5648036",2017,NA
"The Last Movie Star","tt5836316",2018,NA
"Detective Conan: Private Eye in the Distant Sea","tt3303446",2013,NA
"Cannibal","tt1718747",2013,NA
"Sophie's Misfortunes","tt4428740",2016,NA
"7 Days in Havana","tt1797348",2012,NA
"Going to Brazil","tt4467176",2017,NA
"Why Stop Now?","tt1853643",2012,NA
"Go Goa Gone","tt2436516",2013,NA
"Mona Lisa and the Blood Moon","tt8760670",2022,NA
"Uma Quase Dupla","tt8591986",2018,NA
"Contra","tt10628092",2020,NA
"Gigi & Nate","tt10341196",2022,NA
"Close Range Love","tt3688018",2014,NA
"Chi m'ha visto","tt7382668",2017,NA
"What the Waters Left Behind","tt6332764",2017,NA
"Paradise: Hope","tt2371834",2013,NA
"Goodbye Mr. Loser","tt5061814",2015,NA
"Mersal","tt6485666",2017,NA
"A Wedding","tt5771640",2017,NA
"The Confessions","tt4647784",2016,NA
"Kung Fu League","tt9204408",2018,NA
"Good Vibrations","tt1920945",2012,NA
"Cranston Academy: Monster Zone","tt8524650",2020,NA
"Not Suitable For Children","tt1935065",2012,NA
"Under the Stars of Paris","tt11188734",2021,NA
"All About Yves","tt10183616",2019,NA
"009 Re:Cyborg","tt2078523",2012,NA
"Saving Santa","tt2204315",2013,NA
"24","tt4981966",2016,NA
"Sunset Song","tt2262161",2015,NA
"I'm Off Then","tt3863870",2015,NA
"We Are the Flesh","tt4682708",2016,NA
"Super Me","tt10097544",2021,NA
"Fire Will Come","tt8212958",2019,NA
"Pacifiction","tt13702796",2022,NA
"Life Feels Good","tt3092552",2013,NA
"Little Q","tt10584272",2019,NA
"R.M.N.","tt18550182",2022,NA
"Uno di famiglia","tt8467658",2018,NA
"Bullet","tt2544734",2014,NA
"Tokyo Fiancée","tt3877718",2014,NA
"Sand Storm","tt4365518",2017,NA
"The Origin of Evil","tt13729232",2022,NA
"Alemão","tt3527550",2014,NA
"Save the Date","tt1965065",2012,NA
"Book Club: The Next Chapter","tt20768712",2023,NA
"Bombshell: The Hedy Lamarr Story","tt6752848",2018,NA
"Summer of '92","tt2378830",2015,NA
"Pushpa: The Rise - Part 1","tt9389998",2021,NA
"Liz and the Blue Bird","tt7089878",2018,NA
"Playback","tt1682940",2012,1500000
"The Gatekeepers","tt2309788",2012,1500000
"Housefull 2","tt1980986",2012,NA
"Paradise: Faith","tt2371824",2012,NA
"Couple Therapy for Cheaters","tt7121620",2017,NA
"Come Out and Play","tt2341664",2012,NA
"So Young","tt2765340",2013,NA
"The Patience Stone","tt1638353",2013,NA
"The Girl Who Believes in Miracles","tt9098454",2021,NA
"The Child in Time","tt6540078",2018,NA
"Jeune Femme","tt5598160",2017,NA
"Castle Falls","tt11377298",2021,NA
"Believer","tt7095654",2018,NA
"Fort Bliss","tt2093995",2014,NA
"Not Cool","tt3569356",2014,8e+05
"Mollo tutto e apro un chiringuito","tt14859874",2021,NA
"9 Bullets","tt13680520",2022,NA
"The Gracefield Incident","tt4464394",2017,NA
"Winterkartoffelknödel","tt4129876",2014,NA
"The Complexity of Happiness","tt4275910",2015,NA
"The Summer of Sangaile","tt2994832",2015,NA
"Mr. Jones","tt2507280",2013,NA
"Hart Beat","tt5220590",2016,NA
"I Wish Someone Were Waiting for Me Somewhere","tt9151382",2020,NA
"Zoom","tt3763866",2015,3.5e+07
"Nativity 2: Danger in the Manger!","tt2089750",2012,NA
"An Evening with Beverly Luff Linn","tt6518270",2018,NA
"Humpty Sharma Ki Dulhania","tt3678938",2014,NA
"Percy","tt8976696",2020,NA
"I Am Bolt","tt4647900",2016,NA
"10000 Years Later","tt4657400",2015,NA
"Breaking & Exiting","tt6285672",2018,NA
"Lassie Come Home","tt10384944",2020,NA
"Ali Baba and the 7 Dwarfs","tt4728338",2015,NA
"The Velvet Queen","tt11937680",2021,NA
"Bastards","tt2821088",2013,2.5e+07
"Rent-A-Pal","tt12274228",2020,NA
"A White, White Day","tt9801736",2019,NA
"Journey to the West: The Demons Strike Back","tt5273624",2017,NA
"The Prayer","tt7839456",2018,NA
"Super Deluxe","tt7019942",2019,NA
"The Ash Lad: In Search of the Golden Castle","tt8753438",2019,NA
"Mrs. Hyde","tt5338644",2018,NA
"Race 2","tt1375789",2013,NA
"The Geographer Drank His Globe Away","tt3155604",2013,NA
"Youtopia","tt5914642",2018,NA
"The Ornithologist","tt4929038",2016,NA
"War Witch","tt1820488",2012,NA
"Reach Me","tt0959306",2014,5e+06
"Crawlspace","tt1890375",2012,NA
"All the Beauty and the Bloodshed","tt21374850",2022,NA
"Ritual","tt2182019",2012,NA
"600 Miles","tt3685622",2015,NA
"Love, Chunibyo & Other Delusions! Take On Me","tt6915208",2018,NA
"Gunday","tt2574698",2014,NA
"Aferim!","tt4374460",2015,NA
"Thugs of Hindostan","tt5970844",2018,NA
"I'm Losing It","tt7863198",2018,NA
"Songs My Brothers Taught Me","tt3566788",2015,NA
"Patrick & Sebastien Vs The Fake News","tt12594018",2021,NA
"Miss Fisher and the Crypt of Tears","tt9010738",2020,NA
"Confidential Informant","tt21391242",2023,NA
"The Summit","tt2363471",2013,NA
"Born to Race: Fast Track","tt2547210",2014,NA
"Macho","tt6237224",2016,NA
"Deranged","tt2173024",2012,NA
"Mme Mills, une voisine si parfaite","tt6820184",2018,NA
"Dobbiamo parlare","tt5217644",2015,NA
"Invasion: Planet Earth","tt3827540",2019,NA
"Row 19","tt12036270",2021,NA
"Polite Society","tt18257464",2023,NA
"The Bay of Silence","tt5617312",2020,NA
"Under the Sun","tt5129818",2015,NA
"Marie Curie","tt5705058",2016,NA
"Beware the Gorilla","tt8610984",2019,NA
"Mourning Grave","tt3892620",2014,NA
"Coin Locker Girl","tt4647788",2015,NA
"Creation of the Gods I: Kingdom of Storms","tt6979756",2023,NA
"The Last Family","tt5936692",2016,NA
"The Vets","tt9041586",2020,NA
"How to Make Money Selling Drugs","tt1276962",2012,NA
"Executive Order","tt10395866",2022,NA
"Detective Conan: The Darkest Nightmare","tt4954660",2016,NA
"Just Like Our Parents","tt5631456",2017,NA
"Vampire Sisters 2: Bats in the Belly","tt3445438",2014,NA
"Tanna","tt4239726",2015,NA
"The Art of Loving: Story of Michalina Wislocka","tt5370828",2017,NA
"The Paper Tigers","tt6060444",2020,NA
"Te3n","tt4814290",2016,NA
"All Together","tt1674057",2012,NA
"The Empire of Corpses","tt4235644",2015,NA
"Swimming for Gold","tt10782876",2020,NA
"King Jack","tt3863484",2015,NA
"Molly Moon and the Incredible Book of Hypnotism","tt2445178",2015,NA
"Simon's Got a Gift","tt6487174",2020,NA
"Equity","tt3958780",2016,NA
"The Year of the Shark","tt14962428",2022,NA
"Robert the Bruce","tt8000908",2019,NA
"Kesari","tt6264938",2019,NA
"Hellbender","tt14905650",2021,NA
"Pioneer","tt2369205",2013,NA
"Lemon Tree Passage","tt2396436",2014,NA
"Sonu Ke Titu Ki Sweety","tt7581902",2018,NA
"96","tt7019842",2018,NA
"Ittefaq","tt6692354",2017,NA
"The Lost King","tt13421498",2022,NA
"Schweinskopf al dente","tt4635936",2016,NA
"Italian Gigolò","tt14469460",2022,NA
"Chouf","tt5078274",2016,NA
"A Liberal Passion","tt2882850",2013,NA
"Cold War II","tt5112622",2016,NA
"Finding Mr. Right","tt2169322",2013,NA
"Mafia: Survival Game","tt4471388",2016,NA
"Don't Air Your Dirty Laundry In Public","tt11568324",2020,NA
"S.W.A.T.","tt9243442",2019,7e+07
"The Viral Factor","tt2063011",2012,NA
"The Preppie Connection","tt2654572",2016,NA
"Dark Woods II","tt2664880",2015,NA
"John and the Hole","tt11307724",2021,NA
"The Devil Below","tt7646322",2021,NA
"Miami Beach","tt5663624",2016,NA
"Papi Sitter","tt10746876",2020,NA
"History of the Occult","tt11310884",2020,NA
"Gangsta","tt6438030",2018,NA
"Party Town","tt4866712",2016,NA
"You've Got Murder","tt9675274",2019,NA
"Clash","tt5599692",2016,NA
"Kaithi","tt9900782",2019,NA
"Instructions for Su","tt10329022",2021,NA
"Discarnate","tt4685940",2019,NA
"The People Upstairs","tt11028768",2020,NA
"Catch Hell","tt2403558",2014,NA
"On the Milky Road","tt2800340",2016,NA
"Crows Explode","tt2825120",2014,NA
"Outside In","tt7260048",2018,NA
"Case Closed: The Crimson Love Letter","tt5692622",2017,NA
"Michael Moore in TrumpLand","tt6163356",2016,NA
"White Settlers","tt2883352",2014,NA
"Blue Iguana","tt2316479",2018,NA
"Recep Ivedik 5","tt6439558",2017,NA
"Generation Wealth","tt5268348",2018,NA
"Angry Annie","tt14778456",2022,NA
"Still the Water","tt3230162",2014,NA
"Ana and Bruno","tt1183352",2017,NA
"A Night of Horror: Nightmare Radio","tt10756374",2020,NA
"Dofus - Book I: Julith","tt4731504",2016,NA
"The Perfect Patient","tt9211804",2019,NA
"The Phantom of the Open","tt12572040",2022,NA
"Memories of the Sword","tt3054798",2015,NA
"Recep Ivedik 6","tt7399138",2019,NA
"Beyond the Mask","tt2433040",2015,4e+06
"Darling Companion","tt1730687",2012,1.2e+07
"Under Her Control","tt15006754",2022,NA
"Detective Chinatown 2","tt7752454",2018,NA
"C.O.G.","tt1650393",2013,NA
"All I Wish","tt1492705",2018,NA
"A Kid","tt4741708",2016,NA
"Donnybrook","tt7087210",2018,NA
"The White Haired Witch of Lunar Kingdom","tt3465456",2014,NA
"Little Spirou","tt6194538",2017,NA
"Deep in the Wood","tt5000250",2015,NA
"The Snow Queen 2: Refreeze","tt3477554",2014,NA
"Botoxx","tt7250358",2017,NA
"Maixabel","tt14077696",2021,NA
"Wolf Hound","tt7319486",2022,NA
"Hasee Toh Phasee","tt3173910",2014,NA
"How I Became a Gangster","tt10804178",2019,NA
"Saving Mr. Wu","tt4819560",2015,NA
"Caravaggio's Shadow","tt11877386",2022,NA
"Fanny","tt1872101",2013,NA
"The Eagle Huntress","tt3882074",2016,NA
"The History of Love","tt0443533",2016,2e+07
"Frenchmen 3","tt2848734",2013,NA
"Body Brokers","tt9585676",2021,NA
"Monk Comes Down the Mountain","tt3594826",2015,NA
"Notre Dame","tt9431080",2019,NA
"Everyone's Life","tt5825150",2017,NA
"Master","tt5735464",2016,NA
"Lupin the 3rd","tt0862748",2014,NA
"10 jours en or","tt1729630",2012,NA
"Saving Leningrad","tt9598172",2019,NA
"Mary Kom","tt3001638",2014,NA
"Keep the Lights On","tt2011953",2012,NA
"The Boss: Anatomy of a Crime","tt3854234",2014,NA
"Disappearance at Clifton Hill","tt5919756",2020,NA
"Gogol. The Beginning","tt6628228",2017,NA
"Super 30","tt7485048",2019,NA
"Vincent N Roxxy","tt3704298",2016,NA
"Minions & More Volume 2","tt23382644",2022,NA
"Un figlio di nome Erasmus","tt10481184",2020,NA
"Drishyam 2","tt12361178",2021,NA
"Collision","tt1680123",2013,NA
"Chess Story","tt12058584",2021,NA
"The Icebreaker","tt5317914",2016,NA
"Getaway Plan","tt5003186",2017,NA
"All Things Must Pass","tt3272570",2015,NA
"The Monkey King 2","tt4591310",2016,NA
"Mes très chers enfants","tt13271264",2021,NA
"A Teacher","tt2201548",2013,NA
"Egon Schiele: Death and the Maiden","tt4558396",2016,NA
"Let Me Eat Your Pancreas","tt6078840",2017,NA
"Saving General Yang","tt2072220",2013,NA
"April 9th","tt3542188",2015,NA
"The Red Collar","tt7106814",2018,NA
"Families","tt3613648",2015,NA
"Valley of Love","tt4120210",2015,NA
"The Together Project","tt4161564",2016,NA
"Breaking the Limits","tt6737766",2017,NA
"The Inhabitant","tt6830412",2018,NA
"The Face Reader","tt3008014",2013,NA
"R... Rajkumar","tt2369154",2013,NA
"Hide and Seek","tt3155654",2013,2.5e+07
"Room on the Broom","tt2484120",2012,NA
"22 Minutes","tt2856896",2014,NA
"Golden Job","tt7521990",2018,NA
"Project Gutenberg","tt7183578",2018,NA
"Shadow Master","tt19879786",2022,NA
"Reaching for the Moon","tt2217458",2013,NA
"One More Time with Feeling","tt5777628",2016,NA
"Se mi lasci non vale","tt5458458",2016,NA
"Cave","tt4915318",2016,NA
"The Exorcism of Anna Ecklund","tt3564860",2016,NA
"The Dissident","tt11382384",2020,NA
"Arjun Reddy","tt7294534",2017,NA
"Parmanu: The Story of Pokhran","tt6826438",2018,NA
"Under the Rainbow","tt2241691",2013,2e+07
"The Prison","tt6589464",2017,NA
"Tu mi nascondi qualcosa","tt7325902",2018,NA
"The Very Private Life of Mister Sim","tt4313614",2015,NA
"Best Night Ever","tt2499414",2014,NA
"Cosa fai a Capodanno?","tt7715244",2018,NA
"The Trip to Spain","tt6193424",2017,NA
"A Glimpse Inside the Mind of Charles Swan III","tt2044729",2013,NA
"Ironclad 2: Battle for Blood","tt2404583",2014,NA
"Rocks","tt9067182",2019,NA
"White Tiger","tt2318405",2012,NA
"Last Sentinel","tt5153956",2023,NA
"The Duelist","tt5282006",2016,NA
"Mist & the Maiden","tt5991948",2017,NA
"Swallows and Amazons","tt1227183",2016,NA
"Tokyo Ghoul 'S'","tt9179260",2019,NA
"The Last Vermeer","tt8337320",2020,NA
"Neon Bull","tt4899406",2016,NA
"Mardaani","tt3495000",2014,NA
"The Forbidden Room","tt3066630",2015,NA
"I Am Divine","tt1356790",2013,NA
"Last Days in Vietnam","tt3279124",2014,NA
"Asphalt Playground","tt2521724",2013,NA
"Leviathan","tt2332522",2012,NA
"Awoken","tt7838536",2020,NA
"Love Bite","tt2027154",2012,NA
"Neurotic Quest for Serenity","tt5337480",2017,NA
"Four's a Crowd","tt13932410",2022,NA
"Gonzaga: From Father to Son","tt2478746",2012,NA
"Hall","tt9054692",2020,NA
"Paris Pigalle","tt6451260",2018,NA
"Merchants of Doubt","tt3675568",2014,NA
"When Inge Is Dancing","tt2446786",2013,NA
"Party Crashers","tt0452664",2012,NA
"Moonbound","tt14534992",2021,NA
"Elena","tt2475154",2013,NA
"Dil Bechara","tt8110330",2020,NA
"A Journal for Jordan","tt0995854",2021,2.5e+07
"Perez.","tt3552638",2014,NA
"The Best Years of a Life","tt9075612",2019,NA
"10,000 Km","tt3114132",2014,NA
"Fog in August","tt4250566",2016,NA
"Sadako 3D","tt1844025",2012,NA
"Caprice","tt3612984",2015,NA
"Asura: The City of Madness","tt5918028",2016,NA
"Red Dog: True Blue","tt3567194",2016,NA
"Zombie Fight Club","tt3560742",2014,NA
"Robot Riot","tt12416066",2020,NA
"The Tobacconist","tt7477068",2018,NA
"Murder Party","tt14039346",2022,NA
"Kardec","tt9213932",2019,NA
"Hello Mr. Billionaire","tt8529186",2018,NA
"Nico, 1988","tt7186092",2017,NA
"Dark Encounter","tt8269120",2019,NA
"Detective Byomkesh Bakshy!","tt3447364",2015,NA
"Mr. Long","tt6509862",2017,NA
"Text","tt10767426",2019,NA
"The Unfamiliar","tt8109470",2020,NA
"Accidental Family","tt6063866",2017,NA
"En même temps","tt16491386",2022,NA
"The Worthy","tt4943218",2016,NA
"Just Retired 2","tt15035902",2022,NA
"Frau Müller muss weg!","tt4216934",2015,NA
"Anguish","tt3620762",2015,NA
"The Axe Murders of Villisca","tt3320500",2017,NA
"The Queen of Spain","tt2411144",2016,NA
"The Fabulous Patars","tt5137222",2016,NA
"Jagga Jasoos","tt4129428",2017,NA
"StarDog and TurboCat","tt7531096",2019,NA
"McLaren","tt5031332",2016,NA
"Oddball","tt3401748",2015,7e+06
"Ustad Hotel","tt2218988",2012,NA
"Beyond the Boundary: I'll Be Here – Future","tt4539114",2015,NA
"Twenty One Pilots: Livestream Experience","tt14717082",2021,NA
"Nightlight","tt2236160",2015,NA
"Max 2: White House Hero","tt5843838",2017,NA
"The Priests","tt5049302",2015,NA
"1945","tt5815492",2017,NA
"Off Course to China","tt7806430",2019,NA
"Expend4bles","tt3291150",2023,1e+08
"R100","tt2914838",2013,5500000
"Anything for a Pop Star","tt8696442",2018,NA
"Fall in Love at First Kiss","tt9657764",2019,NA
"Miserere","tt2354215",2013,NA
"A Million Little Pieces","tt0427543",2019,NA
"‎7 Hours to Win Your Heart","tt10814876",2020,NA
"Indemnity","tt7914022",2022,NA
"The Unknown Known","tt2390962",2013,NA
"InAPPropriate Comedy","tt1754811",2013,NA
"Kumbalangi Nights","tt8413338",2019,NA
"The White Storm","tt2957774",2013,NA
"One Fine Morning","tt13482828",2022,NA
"Starving Generation","tt7110510",2018,NA
"Sour Grapes","tt5728684",2016,NA
"Landline","tt5737862",2017,NA
"Best F(r)iends: Volume 1","tt6155194",2017,NA
"Carmina or Blow Up","tt2177509",2012,NA
"The Seven Five","tt4136056",2015,NA
"Land of the Sons","tt11009596",2021,NA
"Jailbirds","tt4466928",2016,NA
"House of Hummingbird","tt8951086",2019,NA
"Microhabitat","tt8191502",2018,NA
"Unbeatable","tt3003668",2013,NA
"Letters to Santa 2","tt5268648",2015,NA
"Yuli","tt7666250",2018,NA
"Girls Against Boys","tt2036376",2012,NA
"Housefull 3","tt4559046",2016,NA
"Adventures in Public School","tt3364264",2018,NA
"Gloria Mundi","tt9584814",2019,NA
"Say It Loud","tt9114124",2020,NA
"The Throne","tt4010918",2015,NA
"Shakira In Concert: El Dorado World Tour","tt10885994",2019,NA
"TEKKEN: A Man Called X","tt3462696",2014,NA
"Jinn","tt1562899",2014,NA
"Marie's Story","tt3132714",2014,NA
"Revenge of the Green Dragons","tt1396523",2014,5e+06
"Killer Toon","tt2973516",2013,NA
"The Music of Silence","tt3244786",2017,NA
"Tai Chi Hero","tt2296404",2012,NA
"The Divine Move","tt3419894",2014,NA
"Premier de la classe","tt10143114",2019,NA
"China Salesman","tt6015706",2017,NA
"Female Fight Squad","tt5153860",2017,NA
"Four Kids and It","tt5556054",2020,NA
"Ace Attorney","tt1891974",2012,NA
"Doraemon: Nobita's Treasure Island","tt8098546",2018,NA
"Black Butler: Book of the Atlantic","tt5476944",2017,NA
